Name,Type_1,Type_2,Pokedex_Entry,Total,HP,Attack,Defense,Sp_Atk,Sp_Def,Speed,Abilities,Ability_1,Ability_2,Hidden_Ability
Tinkaton,Fairy,Steel,0959,506,85,75,77,70,105,94,"Mold Breaker, Own Tempo, Pickpocket",Mold Breaker,Own Tempo,Pickpocket
Wiglett,Water,,0960,245,10,55,25,35,25,95,"Gooey, Rattled, Sand Veil",Gooey,Rattled,Sand Veil
Wugtrio,Water,,0961,425,35,100,50,50,70,120,"Gooey, Rattled, Sand Veil",Gooey,Rattled,Sand Veil
Bombirdier,Flying,Dark,0962,485,70,103,85,60,85,82,"Big Pecks, Keen Eye, Rocky Payload",Big Pecks,Keen Eye,Rocky Payload
Finizen,Water,,0963,315,70,45,40,45,40,75,Water Veil,Water Veil,,
Palafin Zero Form,Water,,0964,457,100,70,72,53,62,100,Zero to Hero,Zero to Hero,,
Palafin Hero Form,Water,,0964,650,100,160,97,106,87,100,Zero to Hero,Zero to Hero,,
Varoom,Steel,Poison,0965,300,45,70,63,30,45,47,"Overcoat, Slow Start",Overcoat,,Slow Start
Revavroom,Steel,Poison,0966,500,80,119,90,54,67,90,"Overcoat, Filter",Overcoat,,Filter
Cyclizar,Dragon,Normal,0967,501,70,95,65,85,65,121,"Shed Skin, Regenerator",Shed Skin,,Regenerator
Orthworm,Steel,,0968,480,70,85,145,60,55,65,"Earth Eater, Sand Veil",Earth Eater,,Sand Veil
Glimmet,Rock,Poison,0969,350,48,35,42,105,60,60,"Toxic Debris, Corrosion",Toxic Debris,,Corrosion
Glimmora,Rock,Poison,0970,525,83,55,90,130,81,86,"Toxic Debris, Corrosion",Toxic Debris,,Corrosion
Greavard,Ghost,,0971,290,50,61,60,30,55,34,"Pickup, Fluffy",Pickup,,Fluffy
Houndstone,Ghost,,0972,488,72,101,100,50,97,68,"Sand Rush, Fluffy",Sand Rush,,Fluffy
Flamigo,Flying,Fighting,0973,500,82,115,74,75,64,90,"Scrappy, Tangled Feet, Costar",Scrappy,Tangled Feet,Costar
Cetoddle,Ice,,0974,334,108,68,45,30,40,43,"Thick Fat, Snow Cloak, Sheer Force",Thick Fat,Snow Cloak,Sheer Force
Cetitan,Ice,,0975,521,170,113,65,45,55,73,"Thick Fat, Slush Rush, Sheer Force",Thick Fat,Slush Rush,Sheer Force
Veluza,Water,Psychic,0976,478,90,102,73,78,65,70,"Mold Breaker, Sharpness",Mold Breaker,,Sharpness
Dondozo,Water,,0977,530,150,100,115,65,65,35,"Unaware, Oblivious, Water Veil",Unaware,Oblivious,Water Veil
Tatsugiri Curly Form,Dragon,Water,0978,475,68,50,60,120,95,82,"Commander, Storm Drain",Commander,,Storm Drain
Tatsugiri Droopy Form,Dragon,Water,0978,475,68,50,60,120,95,82,"Commander, Storm Drain",Commander,,Storm Drain
Tatsugiri Stretchy Form,Dragon,Water,0978,475,68,50,60,120,95,82,"Commander, Storm Drain",Commander,,Storm Drain
Annihilape,Fighting,Ghost,0979,535,110,115,80,50,90,90,"Vital Spirit, Inner Focus, Defiant",Vital Spirit,Inner Focus,Defiant
Clodsire,Poison,Ground,0980,430,130,75,60,45,100,20,"Poison Point, Water Absorb, Unaware",Poison Point,Water Absorb,Unaware
Farigiraf,Normal,Psychic,0981,520,120,90,70,110,70,60,"Cud Chew, Armor Tail, Sap Sipper",Cud Chew,Armor Tail,Sap Sipper
Dudunsparce Two-Segment Form,Normal,,0982,520,125,100,80,85,75,55,"Serene Grace, Run Away, Rattled",Serene Grace,Run Away,Rattled
Dudunsparce Three-Segment Form,Normal,,0982,520,125,100,80,85,75,55,"Serene Grace, Run Away, Rattled",Serene Grace,Run Away,Rattled
Kingambit,Dark,Steel,0983,550,100,135,120,60,85,50,"Defiant, Supreme Overlord, Pressure",Defiant,Supreme Overlord,Pressure
Great Tusk,Ground,Fighting,0984,570,115,131,131,53,53,87,Protosynthesis,Protosynthesis,,
Scream Tail,Fairy,Psychic,0985,570,115,65,99,65,115,111,Protosynthesis,Protosynthesis,,
Brute Bonnet,Grass,Dark,0986,570,111,127,99,79,99,55,Protosynthesis,Protosynthesis,,
Flutter Mane,Ghost,Fairy,0987,570,55,55,55,135,135,135,Protosynthesis,Protosynthesis,,
Slither Wing,Bug,Fighting,0988,570,85,135,79,85,105,81,Protosynthesis,Protosynthesis,,
Sandy Shocks,Electric,Ground,0989,570,85,81,97,121,85,101,Protosynthesis,Protosynthesis,,
Iron Treads,Ground,Steel,0990,570,90,112,120,72,70,106,Quark Drive,Quark Drive,,
Iron Bundle,Ice,Water,0991,570,56,80,114,124,60,136,Quark Drive,Quark Drive,,
Iron Hands,Fighting,Electric,0992,570,154,140,108,50,68,50,Quark Drive,Quark Drive,,
Iron Jugulis,Dark,Flying,0993,570,94,80,86,122,80,108,Quark Drive,Quark Drive,,
Iron Moth,Fire,Poison,0994,570,80,70,60,140,110,110,Quark Drive,Quark Drive,,
Iron Thorns,Rock,Electric,0995,570,100,134,110,70,84,72,Quark Drive,Quark Drive,,
Frigibax,Dragon,Ice,0996,320,65,75,45,35,45,55,"Thermal Exchange, Ice Body",Thermal Exchange,,Ice Body
Arctibax,Dragon,Ice,0997,423,90,95,66,45,65,62,"Thermal Exchange, Ice Body",Thermal Exchange,,Ice Body
Baxcalibur,Dragon,Ice,0998,600,115,145,92,75,86,87,"Thermal Exchange, Ice Body",Thermal Exchange,,Ice Body
Gimmighoul Chest Form,Ghost,,0999,300,45,30,70,75,70,10,Rattled,Rattled,,
Gimmighoul Roaming Form,Ghost,,0999,300,45,30,25,75,45,80,Run Away,Run Away,,
Gholdengo,Steel,Ghost,1000,550,87,60,95,133,91,84,Good as Gold,Good as Gold,,
Wo-Chien,Dark,Grass,1001,570,85,85,100,95,135,70,Tablets of Ruin,Tablets of Ruin,,
Chien-Pao,Dark,Ice,1002,570,80,120,80,90,65,135,Sword of Ruin,Sword of Ruin,,
Ting-Lu,Dark,Ground,1003,570,155,110,125,55,80,45,Vessel of Ruin,Vessel of Ruin,,
Chi-Yu,Dark,Fire,1004,570,55,80,80,135,120,100,Beads of Ruin,Beads of Ruin,,
Roaring Moon,Dragon,Dark,1005,590,105,139,71,55,101,119,Protosynthesis,Protosynthesis,,
Iron Valiant,Fairy,Fighting,1006,590,74,130,90,120,60,116,Quark Drive,Quark Drive,,
Koraidon,Fighting,Dragon,1007,670,100,135,115,85,100,135,Orichalcum Pulse,Orichalcum Pulse,,
Miraidon,Electric,Dragon,1008,670,100,85,100,135,115,135,Hadron Engine,Hadron Engine,,
Walking Wake,Water,Dragon,1009,590,99,83,91,125,83,109,Protosynthesis,Protosynthesis,,
Iron Leaves,Grass,Psychic,1010,590,90,130,88,70,108,104,Quark Drive,Quark Drive,,
